,A01,A02,A03,A09,A10,A11,A12,A14,A15,A16,B01_011,B01_012,B01_013,B02_001,B02_002,B02_003,B02_004,B02_005,B02_006,B02_007,B02_008,B02_010,B03_014,B04_009,S01,S02,S03,S04,time
2074,27.8,70.4,91.0,445.0,26.7,84.0,87.0,238.0,0.7,,,,,,,,,,,,,,,,27.5,23.2,0.5,10.4,2018-06-15 10:45:00
2075,27.6,70.7,75.0,447.0,26.7,84.7,61.0,222.0,0.0,,,,,,,,,,,,,,,,27.3,22.8,0.5,10.5,2018-06-15 10:50:00
2076,27.4,71.4,23.0,444.0,26.6,85.2,13.0,223.0,0.0,,,,,,,,,,,,,,,,27.2,23.2,0.5,10.5,2018-06-15 10:55:00
2077,27.3,71.9,3.0,447.0,26.5,85.9,0.0,228.0,0.0,,,,,,,,,,,,,,,,27.2,22.8,0.5,10.6,2018-06-15 11:00:00
2078,27.2,72.6,1.0,450.0,26.5,86.8,0.0,262.0,0.0,,,,,,,,,,,,,,,,27.2,22.8,0.5,10.6,2018-06-15 11:05:00
2079,27.1,73.1,0.0,449.0,26.4,85.7,0.0,209.0,0.0,,,,,,,,,,,,,,,,27.2,22.7,0.5,10.7,2018-06-15 11:10:00
2080,27.1,73.2,0.0,455.0,26.4,85.7,0.0,226.0,0.0,,,,,,,,,,,,,,,,27.1,23.1,0.5,10.7,2018-06-15 11:15:00
2081,27.0,73.7,0.0,458.0,26.3,85.9,0.0,221.0,0.8,,,,,,,,,,,,,,,,27.0,23.1,0.5,10.8,2018-06-15 11:20:00
2082,26.9,73.5,0.0,455.0,26.2,85.7,0.0,215.0,0.0,,,,,,,,,,,,,,,,27.0,23.2,0.5,10.8,2018-06-15 11:25:00
2083,26.8,74.0,0.0,454.0,26.2,85.5,0.0,209.0,0.0,,,,,,,,,,,,,,,,27.0,22.8,0.5,10.8,2018-06-15 11:30:00
2084,26.8,74.4,0.0,455.0,26.2,86.4,0.0,235.0,0.0,,,,,,,,,,,,,,,,27.0,22.6,0.5,10.9,2018-06-15 11:35:00
2085,26.8,74.6,0.0,457.0,26.3,88.3,0.0,236.0,0.0,,,,,,,,,,,,,,,,26.8,22.8,0.5,10.9,2018-06-15 11:40:00
2086,26.8,74.9,0.0,467.0,26.3,86.9,0.0,236.0,0.0,,,,,,,,,,,,,,,,26.7,23.1,0.5,10.9,2018-06-15 11:45:00
2087,26.7,75.5,0.0,478.0,26.3,87.2,0.0,236.0,0.0,,,,,,,,,,,,,,,,26.7,23.0,0.5,11.0,2018-06-15 11:50:00
2088,26.7,75.3,0.0,471.0,26.2,86.8,0.0,235.0,0.0,,,,,,,,,,,,,,,,26.7,22.6,0.5,11.1,2018-06-15 11:55:00
2089,26.7,76.1,0.0,474.0,26.2,87.7,0.0,253.0,0.0,,,,,,,,,,,,,,,,26.7,23.1,0.5,11.1,2018-06-15 12:00:00
2090,26.6,75.7,0.0,470.0,26.1,86.8,0.0,238.0,0.8,,,,,,,,,,,,,,,,26.7,23.2,0.5,11.1,2018-06-15 12:05:00
2091,26.5,75.2,0.0,463.0,26.0,88.0,0.0,282.0,0.0,,,,,,,,,,,,,,,,26.6,22.6,0.5,11.1,2018-06-15 12:10:00
2092,26.3,75.3,0.0,463.0,26.0,87.9,0.0,225.0,0.4,,,,,,,,,,,,,,,,26.6,22.7,0.5,11.1,2018-06-15 12:15:00
2093,26.4,75.5,0.0,463.0,25.9,87.8,0.0,233.0,0.0,,,,,,,,,,,,,,,,26.5,22.7,0.5,11.1,2018-06-15 12:20:00
2094,26.4,75.5,0.0,465.0,25.9,87.9,0.0,231.0,0.0,,,,,,,,,,,,,,,,26.5,23.1,0.5,11.2,2018-06-15 12:25:00
2095,26.4,75.4,0.0,459.0,25.9,87.9,0.0,232.0,0.4,,,,,,,,,,,,,,,,26.5,23.1,0.5,11.3,2018-06-15 12:30:00
2096,26.4,75.5,0.0,457.0,25.9,87.2,0.0,232.0,0.2,,,,,,,,,,,,,,,,26.5,22.7,0.5,11.3,2018-06-15 12:35:00
2097,26.3,75.9,0.0,465.0,25.8,88.1,0.0,250.0,0.4,,,,,,,,,,,,,,,,26.3,23.0,0.5,11.3,2018-06-15 12:40:00
2098,26.3,75.8,0.0,461.0,25.8,88.2,0.0,242.0,0.6,,,,,,,,,,,,,,,,26.5,23.2,0.5,11.4,2018-06-15 12:45:00
2099,26.3,75.7,0.0,456.0,25.8,87.6,0.0,240.0,0.0,,,,,,,,,,,,,,,,26.3,23.1,0.5,11.4,2018-06-15 12:50:00
2100,26.3,75.2,0.0,454.0,25.8,87.5,0.0,241.0,0.0,,,,,,,,,,,,,,,,26.2,22.8,0.5,11.4,2018-06-15 12:55:00
2101,26.3,75.7,0.0,457.0,25.8,87.4,0.0,234.0,0.0,,,,,,,,,,,,,,,,26.2,23.0,0.5,11.4,2018-06-15 13:00:00
2102,26.2,76.1,0.0,464.0,25.8,87.3,0.0,237.0,0.0,,,,,,,,,,,,,,,,26.2,23.2,0.5,11.4,2018-06-15 13:05:00
2103,26.2,76.5,0.0,467.0,25.8,87.4,0.0,235.0,0.0,,,,,,,,,,,,,,,,26.2,22.7,0.5,11.4,2018-06-15 13:10:00
2104,26.2,76.6,0.0,464.0,25.7,86.8,0.0,236.0,0.0,,,,,,,,,,,,,,,,26.1,23.0,0.5,11.5,2018-06-15 13:15:00
2105,26.1,76.1,0.0,460.0,25.6,88.9,0.0,226.0,0.8,,,,,,,,,,,,,,,,26.1,23.2,0.5,11.5,2018-06-15 13:20:00
2106,26.1,76.6,0.0,471.0,25.5,89.1,0.0,238.0,0.0,,,,,,,,,,,,,,,,26.2,23.1,0.5,11.5,2018-06-15 13:25:00
2107,26.1,77.2,0.0,470.0,25.5,89.5,0.0,230.0,0.0,,,,,,,,,,,,,,,,26.2,23.2,0.5,11.6,2018-06-15 13:30:00
2108,26.0,77.7,0.0,478.0,25.5,89.6,0.0,209.0,0.0,,,,,,,,,,,,,,,,26.1,23.1,0.5,11.6,2018-06-15 13:35:00
2109,26.0,77.8,0.0,485.0,25.5,88.9,0.0,133.0,0.0,,,,,,,,,,,,,,,,26.0,23.2,0.5,11.6,2018-06-15 13:40:00
2110,26.0,77.9,0.0,487.0,25.5,88.2,0.0,235.0,0.0,,,,,,,,,,,,,,,,26.1,22.6,0.5,11.6,2018-06-15 13:45:00
2111,25.9,77.6,0.0,465.0,25.5,87.9,0.0,216.0,0.0,,,,,,,,,,,,,,,,26.0,23.1,0.5,11.6,2018-06-15 13:50:00
2112,25.9,77.8,0.0,469.0,25.6,89.3,0.0,271.0,0.0,,,,,,,,,,,,,,,,26.0,23.3,0.5,11.7,2018-06-15 13:55:00
2113,25.8,77.7,0.0,482.0,25.5,89.8,0.0,309.0,0.0,,,,,,,,,,,,,,,,26.0,23.0,0.5,11.6,2018-06-15 14:00:00
2114,25.8,77.9,0.0,484.0,25.5,90.2,0.0,322.0,0.0,,,,,,,,,,,,,,,,26.0,23.0,0.5,11.6,2018-06-15 14:05:00
2115,25.8,78.1,0.0,491.0,25.5,89.8,0.0,80.0,0.0,,,,,,,,,,,,,,,,25.7,23.2,0.5,11.7,2018-06-15 14:10:00
2116,25.8,77.7,0.0,487.0,25.5,89.3,0.0,38.0,0.0,,,,,,,,,,,,,,,,25.7,23.1,0.5,11.7,2018-06-15 14:15:00
2117,25.8,77.2,0.0,476.0,25.6,89.2,0.0,31.0,0.0,,,,,,,,,,,,,,,,25.7,23.0,0.5,11.7,2018-06-15 14:20:00
2118,25.8,77.3,0.0,465.0,25.6,88.5,0.0,66.0,0.0,,,,,,,,,,,,,,,,25.7,22.8,0.5,11.7,2018-06-15 14:25:00
2119,25.8,77.9,0.0,472.0,25.6,89.6,0.0,33.0,0.0,,,,,,,,,,,,,,,,25.7,22.8,0.5,11.7,2018-06-15 14:30:00
2120,25.9,78.4,0.0,471.0,25.5,89.3,0.0,31.0,0.0,,,,,,,,,,,,,,,,25.7,23.1,0.5,11.8,2018-06-15 14:35:00
2121,25.8,78.3,0.0,471.0,25.5,89.9,0.0,1.0,0.0,,,,,,,,,,,,,,,,25.7,22.8,0.5,11.8,2018-06-15 14:40:00
2122,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2018-06-15 14:43:18
2123,,,,,,,,,,,"[1, 100, 0]","[1, 100, 0]","[1, 100, 0]","[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,"[1, 100, 0]",,,,,,,,,2018-06-15 14:43:31
2124,25.8,78.2,0.0,468.0,25.4,91.3,0.0,1.0,0.0,,,,,,,,,,,,,,,,25.7,23.0,0.5,11.8,2018-06-15 14:45:00
2125,25.8,78.8,0.0,468.0,25.3,91.5,0.0,292.0,0.0,,,,,,,,,,,,,,,,25.7,23.0,0.5,11.7,2018-06-15 14:50:00
2126,25.9,79.2,0.0,470.0,25.1,92.7,0.0,292.0,0.0,,,,,,,,,,,,,,,,25.7,22.8,0.5,11.7,2018-06-15 14:55:00
2127,25.8,79.7,0.0,474.0,25.0,93.3,0.0,292.0,0.0,,,,,,,,,,,,,,,,25.7,23.2,0.5,11.7,2018-06-15 15:00:00
2128,25.8,79.9,0.0,476.0,24.9,92.9,0.0,291.0,0.0,,,,,,,,,,,,,,,,25.7,23.2,0.5,11.7,2018-06-15 15:05:00
2129,25.8,80.4,0.0,479.0,24.9,92.7,0.0,279.0,0.0,,,,,,,,,,,,,,,,25.7,23.2,0.5,11.7,2018-06-15 15:10:00
2130,25.8,80.5,0.0,480.0,24.9,92.8,0.0,279.0,0.0,,,,,,,,,,,,,,,,25.7,23.2,0.5,11.8,2018-06-15 15:15:00
2131,25.8,80.5,0.0,483.0,24.8,92.7,0.0,279.0,0.0,,,,,,,,,,,,,,,,25.7,23.3,0.5,11.8,2018-06-15 15:20:00
2132,25.8,80.6,0.0,486.0,24.9,93.0,0.0,279.0,0.0,,,,,,,,,,,,,,,,25.7,23.0,0.5,11.8,2018-06-15 15:25:00
2133,25.8,80.8,0.0,492.0,24.9,93.2,0.0,279.0,0.0,,,,,,,,,,,,,,,,25.6,23.2,0.5,11.8,2018-06-15 15:30:00
2134,25.7,80.8,0.0,501.0,24.9,93.4,0.0,40.0,0.0,,,,,,,,,,,,,,,,25.6,23.2,0.5,11.8,2018-06-15 15:35:00
2135,25.7,80.8,0.0,505.0,24.9,93.4,0.0,25.0,0.0,,,,,,,,,,,,,,,,25.5,23.2,0.5,11.8,2018-06-15 15:40:00
2136,25.7,80.9,0.0,504.0,24.9,93.1,0.0,85.0,0.0,,,,,,,,,,,,,,,,25.5,22.7,0.5,11.8,2018-06-15 15:45:00
2137,25.7,80.8,0.0,499.0,25.0,92.2,0.0,161.0,0.0,,,,,,,,,,,,,,,,25.6,22.8,0.5,11.9,2018-06-15 15:50:00
2138,25.6,81.2,0.0,490.0,24.9,92.5,0.0,203.0,0.0,,,,,,,,,,,,,,,,25.6,23.2,0.5,11.9,2018-06-15 15:55:00
2139,25.6,81.2,0.0,489.0,24.8,92.8,0.0,223.0,0.0,,,,,,,,,,,,,,,,25.6,23.0,0.5,11.9,2018-06-15 16:00:00
2140,25.6,81.3,0.0,487.0,24.8,93.2,0.0,223.0,0.0,,,,,,,,,,,,,,,,25.6,23.1,0.5,11.9,2018-06-15 16:05:00
2141,25.6,81.3,0.0,487.0,24.8,93.7,0.0,330.0,0.0,,,,,,,,,,,,,,,,25.6,23.1,0.5,11.9,2018-06-15 16:10:00
2142,25.6,81.7,0.0,493.0,24.8,93.8,0.0,279.0,0.0,,,,,,,,,,,,,,,,25.5,23.0,0.5,12.0,2018-06-15 16:15:00
2143,25.6,81.9,0.0,494.0,24.8,94.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,25.5,22.7,0.5,12.1,2018-06-15 16:20:00
2144,25.6,82.0,0.0,497.0,24.8,93.6,0.0,12.0,0.0,,,,,,,,,,,,,,,,25.5,23.1,0.5,12.0,2018-06-15 16:25:00
2145,25.5,81.9,0.0,498.0,24.8,93.7,0.0,14.0,0.0,,,,,,,,,,,,,,,,25.3,22.8,0.5,12.1,2018-06-15 16:30:00
2146,25.5,82.0,0.0,503.0,24.8,93.8,0.0,126.0,0.0,,,,,,,,,,,,,,,,25.5,22.7,0.5,12.1,2018-06-15 16:35:00
2147,25.5,81.9,0.0,501.0,24.7,93.8,0.0,231.0,0.0,,,,,,,,,,,,,,,,25.5,23.2,0.5,12.1,2018-06-15 16:40:00
2148,25.4,81.9,0.0,500.0,24.5,93.5,0.0,232.0,0.0,,,,,,,,,,,,,,,,25.3,23.3,0.5,12.1,2018-06-15 16:45:00
2149,25.4,81.9,0.0,500.0,24.5,93.7,0.0,198.0,0.0,,,,,,,,,,,,,,,,25.3,23.3,0.5,12.1,2018-06-15 16:50:00
2150,25.3,82.3,0.0,507.0,24.3,94.0,0.0,31.0,0.0,,,,,,,,,,,,,,,,25.2,23.1,0.5,12.2,2018-06-15 16:55:00
2151,25.2,82.0,0.0,506.0,24.3,94.0,0.0,356.0,0.0,,,,,,,,,,,,,,,,25.2,23.2,0.5,12.2,2018-06-15 17:00:00
2152,25.1,81.9,0.0,503.0,24.4,94.4,0.0,338.0,0.0,,,,,,,,,,,,,,,,25.2,23.0,0.5,12.3,2018-06-15 17:05:00
2153,25.1,82.1,0.0,502.0,24.4,94.7,0.0,311.0,0.0,,,,,,,,,,,,,,,,25.2,23.2,0.5,12.3,2018-06-15 17:10:00
2154,25.2,82.4,0.0,504.0,24.4,94.6,0.0,240.0,0.0,,,,,,,,,,,,,,,,25.2,23.0,0.5,12.3,2018-06-15 17:15:00
2155,25.1,82.5,0.0,500.0,24.2,94.3,0.0,221.0,0.0,,,,,,,,,,,,,,,,25.2,23.2,0.5,12.3,2018-06-15 17:20:00
2156,25.1,82.4,0.0,501.0,24.1,94.3,0.0,241.0,1.0,,,,,,,,,,,,,,,,25.1,23.2,0.5,12.3,2018-06-15 17:25:00
2157,25.1,82.2,0.0,503.0,24.0,94.1,0.0,223.0,0.4,,,,,,,,,,,,,,,,25.1,23.1,0.5,12.2,2018-06-15 17:30:00
2158,24.9,82.1,0.0,504.0,23.9,94.1,0.0,198.0,0.0,,,,,,,,,,,,,,,,25.1,23.2,0.6,12.3,2018-06-15 17:35:00
2159,24.9,82.2,0.0,509.0,24.0,94.4,0.0,192.0,0.0,,,,,,,,,,,,,,,,25.1,23.0,0.5,12.2,2018-06-15 17:40:00
2160,24.8,82.2,0.0,511.0,23.9,94.6,0.0,190.0,0.0,,,,,,,,,,,,,,,,25.0,23.0,0.5,12.3,2018-06-15 17:45:00
2161,24.7,82.2,0.0,515.0,23.8,94.9,0.0,185.0,0.0,,,,,,,,,,,,,,,,25.0,23.2,0.5,12.3,2018-06-15 17:50:00
2162,24.6,82.0,0.0,515.0,23.9,95.1,0.0,185.0,0.0,,,,,,,,,,,,,,,,25.0,23.1,0.5,12.3,2018-06-15 17:55:00
2163,24.6,82.6,0.0,515.0,23.8,95.0,0.0,185.0,0.0,,,,,,,,,,,,,,,,25.0,23.0,0.5,12.3,2018-06-15 18:00:00
2164,24.5,82.6,0.0,518.0,23.6,94.8,0.0,221.0,0.6,,,,,,,,,,,,,,,,24.8,23.1,0.5,12.3,2018-06-15 18:05:00
2165,24.5,83.3,0.0,525.0,23.6,95.0,0.0,227.0,0.4,,,,,,,,,,,,,,,,24.7,23.1,0.5,12.3,2018-06-15 18:10:00
2166,24.5,83.6,0.0,525.0,23.6,95.0,0.0,215.0,0.0,,,,,,,,,,,,,,,,24.8,23.2,0.5,12.3,2018-06-15 18:15:00
2167,24.5,83.6,0.0,525.0,23.6,95.0,0.0,164.0,0.0,,,,,,,,,,,,,,,,24.8,23.2,0.5,12.3,2018-06-15 18:20:00
2168,24.5,83.6,0.0,525.0,23.7,94.9,0.0,63.0,0.0,,,,,,,,,,,,,,,,24.8,23.2,0.5,12.3,2018-06-15 18:25:00
2169,24.5,83.6,0.0,518.0,23.8,95.0,0.0,97.0,0.0,,,,,,,,,,,,,,,,24.7,22.8,0.5,12.4,2018-06-15 18:30:00
2170,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2018-06-15 18:34:42
2171,24.4,83.5,0.0,518.0,23.8,94.9,0.0,108.0,0.0,,,,,,,,,,,,,,,,24.7,23.0,0.5,12.4,2018-06-15 18:35:00
2172,24.4,83.7,0.0,518.0,23.8,94.6,0.0,106.0,0.0,,,,,,,,,,,,,,,,24.7,23.2,0.5,12.4,2018-06-15 18:40:00
2173,24.5,84.0,0.0,519.0,23.9,94.6,0.0,97.0,0.0,,,,,,,,,,,,,,,,24.7,23.2,0.5,12.5,2018-06-15 18:45:00
2174,24.5,84.1,0.0,520.0,23.8,94.9,0.0,237.0,0.0,,,,,,,,,,,,,,,,24.7,23.0,0.5,12.5,2018-06-15 18:50:00
2175,24.5,84.2,0.0,520.0,23.7,94.9,0.0,271.0,0.0,,,,,,,,,,,,,,,,24.7,23.2,0.5,12.4,2018-06-15 18:55:00
2176,24.5,84.0,0.0,521.0,23.8,95.3,0.0,272.0,0.0,,,,,,,,,,,,,,,,24.7,23.1,0.5,12.5,2018-06-15 19:00:00
2177,,,,,,,,,,,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,"[0, 0, 0]",,,,,,,,,2018-06-15 19:04:58
2178,24.4,83.9,0.0,524.0,23.7,95.4,0.0,271.0,0.0,,,,,,,,,,,,,,,,24.6,23.2,0.5,12.5,2018-06-15 19:05:00
2179,24.4,83.8,0.0,525.0,23.5,95.3,0.0,267.0,0.0,,,,,,,,,,,,,,,,24.6,23.1,0.5,12.5,2018-06-15 19:10:00
2180,24.3,83.6,0.0,527.0,23.4,95.2,0.0,260.0,0.0,,,,,,,,,,,,,,,,24.6,23.1,0.5,12.5,2018-06-15 19:15:00
2181,24.2,83.5,0.0,526.0,23.3,95.1,0.0,258.0,0.0,,,,,,,,,,,,,,,,24.5,23.1,0.5,12.5,2018-06-15 19:20:00
2182,24.1,83.6,0.0,522.0,23.3,95.2,0.0,225.0,0.0,,,,,,,,,,,,,,,,24.5,23.1,0.5,12.6,2018-06-15 19:25:00
2183,24.1,83.8,0.0,509.0,23.4,95.4,0.0,201.0,0.0,,,,,,,,,,,,,,,,24.5,23.0,0.5,12.6,2018-06-15 19:30:00
2184,24.1,84.1,0.0,499.0,23.4,95.5,0.0,194.0,0.0,,,,,,,,,,,,,,,,24.5,23.0,0.5,12.6,2018-06-15 19:35:00
2185,24.1,84.4,0.0,502.0,23.4,95.4,0.0,213.0,0.0,,,,,,,,,,,,,,,,24.5,23.1,0.5,12.6,2018-06-15 19:40:00
2186,24.1,84.3,0.0,503.0,23.3,95.4,0.0,224.0,0.0,,,,,,,,,,,,,,,,24.5,23.0,0.5,12.6,2018-06-15 19:45:00
2187,24.0,84.1,0.0,499.0,23.2,95.3,0.0,205.0,0.0,,,,,,,,,,,,,,,,24.3,23.2,0.5,12.6,2018-06-15 19:50:00
2188,24.0,84.2,0.0,492.0,23.1,95.3,0.0,202.0,0.0,,,,,,,,,,,,,,,,24.3,23.0,0.5,12.6,2018-06-15 19:55:00
2189,23.9,83.8,0.0,509.0,23.2,95.4,0.0,79.0,0.0,,,,,,,,,,,,,,,,24.2,23.1,0.5,12.6,2018-06-15 20:00:00
2190,23.7,83.7,0.0,508.0,23.1,95.5,0.0,78.0,0.0,,,,,,,,,,,,,,,,24.1,22.8,0.5,12.6,2018-06-15 20:05:00
2191,23.7,83.8,0.0,511.0,23.0,95.6,0.0,92.0,0.0,,,,,,,,,,,,,,,,24.1,23.0,0.5,12.6,2018-06-15 20:10:00
2192,23.7,84.3,0.0,508.0,23.0,95.7,0.0,114.0,0.0,,,,,,,,,,,,,,,,24.2,23.1,0.5,12.6,2018-06-15 20:15:00
2193,23.7,84.2,0.0,514.0,22.9,95.7,0.0,297.0,0.0,,,,,,,,,,,,,,,,24.1,23.1,0.5,12.6,2018-06-15 20:20:00
2194,23.5,84.4,0.0,516.0,22.9,95.8,0.0,274.0,0.0,,,,,,,,,,,,,,,,24.1,23.1,0.5,12.6,2018-06-15 20:25:00
2195,23.5,84.6,0.0,517.0,22.9,96.0,0.0,302.0,0.0,,,,,,,,,,,,,,,,24.1,23.0,0.5,12.6,2018-06-15 20:30:00
2196,23.5,85.0,0.0,519.0,23.0,96.1,0.0,309.0,0.0,,,,,,,,,,,,,,,,24.1,23.1,0.5,12.6,2018-06-15 20:35:00
2197,23.6,85.1,0.0,512.0,23.1,96.2,0.0,272.0,0.0,,,,,,,,,,,,,,,,24.1,23.1,0.5,12.6,2018-06-15 20:40:00
2198,23.6,85.7,0.0,506.0,23.1,96.3,0.0,208.0,0.0,,,,,,,,,,,,,,,,24.1,23.0,0.5,12.6,2018-06-15 20:45:00
2199,23.7,86.3,1.0,510.0,23.1,96.2,0.0,221.0,0.0,,,,,,,,,,,,,,,,24.1,23.1,0.5,12.6,2018-06-15 20:50:00
2200,23.8,86.9,5.0,508.0,23.2,96.2,5.0,246.0,0.0,,,,,,,,,,,,,,,,24.0,23.2,0.5,12.6,2018-06-15 20:55:00
2201,23.8,87.4,14.0,507.0,23.4,96.2,20.0,263.0,0.0,,,,,,,,,,,,,,,,24.1,23.0,0.5,12.6,2018-06-15 21:00:00
2202,23.9,87.5,46.0,505.0,23.4,96.1,64.0,227.0,0.0,,,,,,,,,,,,,,,,24.1,23.0,0.5,12.6,2018-06-15 21:05:00
2203,24.0,87.4,84.0,505.0,23.4,96.0,137.0,224.0,0.0,,,,,,,,,,,,,,,,24.1,23.1,0.5,12.6,2018-06-15 21:10:00
2204,23.9,87.0,180.0,498.0,23.4,95.8,262.0,231.0,0.0,,,,,,,,,,,,,,,,24.0,23.2,0.5,12.6,2018-06-15 21:15:00
2205,23.9,87.0,295.0,498.0,23.5,95.6,463.0,223.0,0.0,,,,,,,,,,,,,,,,24.1,22.8,0.5,12.6,2018-06-15 21:20:00
2206,24.0,86.9,455.0,501.0,23.5,95.3,684.0,213.0,0.0,,,,,,,,,,,,,,,,24.1,23.1,0.5,12.6,2018-06-15 21:25:00
2207,24.1,86.9,590.0,502.0,23.7,95.1,1019.0,213.0,0.0,,,,,,,,,,,,,,,,24.1,23.1,0.5,12.7,2018-06-15 21:30:00
2208,24.1,86.7,806.0,506.0,23.6,94.8,1410.0,108.0,0.0,,,,,,,,,,,,,,,,24.0,23.1,0.5,12.6,2018-06-15 21:35:00
2209,24.1,86.3,829.0,506.0,23.6,94.3,1543.0,99.0,0.9,,,,,,,,,,,,,,,,24.0,23.2,0.5,12.7,2018-06-15 21:40:00
2210,24.1,86.3,748.0,508.0,23.7,94.0,1375.0,86.0,0.0,,,,,,,,,,,,,,,,24.0,23.2,0.5,12.7,2018-06-15 21:45:00
2211,24.1,85.9,800.0,505.0,23.7,93.6,1501.0,69.0,0.0,,,,,,,,,,,,,,,,24.0,23.0,0.5,12.7,2018-06-15 21:50:00
2212,24.2,84.6,1123.0,500.0,23.7,93.1,2023.0,86.0,0.6,,,,,,,,,,,,,,,,24.0,23.0,0.5,12.7,2018-06-15 21:55:00
2213,24.2,83.5,2016.0,489.0,23.8,92.5,2944.0,97.0,0.9,,,,,,,,,,,,,,,,24.0,23.2,0.5,12.7,2018-06-15 22:00:00
2214,24.3,83.6,2131.0,490.0,24.0,92.8,3425.0,123.0,0.0,,,,,,,,,,,,,,,,24.1,23.0,0.5,12.7,2018-06-15 22:05:00
2215,24.5,83.7,3156.0,479.0,24.3,92.0,3713.0,230.0,0.0,,,,,,,,,,,,,,,,24.1,22.8,0.5,12.8,2018-06-15 22:10:00
2216,24.7,82.9,3456.0,476.0,24.7,90.8,4146.0,203.0,0.0,,,,,,,,,,,,,,,,24.2,23.0,0.5,12.8,2018-06-15 22:15:00
2217,25.0,81.8,3502.0,475.0,25.3,88.2,4849.0,225.0,0.0,,,,,,,,,,,,,,,,24.2,22.8,0.5,12.8,2018-06-15 22:20:00
2218,25.3,80.6,4584.0,475.0,25.9,86.5,6481.0,205.0,0.0,,,,,,,,,,,,,,,,24.3,22.8,0.5,12.8,2018-06-15 22:25:00
2219,25.9,78.9,5276.0,469.0,26.7,83.3,7099.0,314.0,0.0,,,,,,,,,,,,,,,,24.6,22.7,0.5,12.8,2018-06-15 22:30:00
2220,26.4,76.3,5022.0,469.0,27.0,83.1,6133.0,335.0,0.0,,,,,,,,,,,,,,,,24.6,22.8,0.5,12.8,2018-06-15 22:35:00
2221,26.6,75.8,5852.0,477.0,26.4,83.8,6229.0,22.0,1.3,,,,,,,,,,,,,,,,24.7,23.0,0.5,12.7,2018-06-15 22:40:00
2222,26.6,75.4,6819.0,485.0,25.9,85.2,7651.0,349.0,1.0,,,,,,,,,,,,,,,,24.7,23.5,0.5,12.7,2018-06-15 22:45:00
2223,26.7,74.4,7142.0,483.0,26.0,83.9,7801.0,334.0,0.9,,,,,,,,,,,,,,,,24.7,23.3,0.5,12.7,2018-06-15 22:50:00
2224,27.4,72.4,15482.0,478.0,26.6,81.2,9190.0,323.0,0.4,,,,,,,,,,,,,,,,25.0,22.8,0.5,12.6,2018-06-15 22:55:00
2225,27.7,66.4,11566.0,470.0,28.1,73.7,9554.0,194.0,0.0,,,,,,,,,,,,,,,,24.8,22.7,0.5,12.5,2018-06-15 23:00:00
2226,27.9,66.6,6773.0,460.0,28.3,70.4,7170.0,104.0,0.7,,,,,,,,,,,,,,,,25.0,23.3,0.5,12.4,2018-06-15 23:05:00
2227,27.7,66.9,6819.0,458.0,27.4,73.0,7269.0,128.0,0.0,,,,,,,,,,,,,,,,25.0,23.0,0.5,12.2,2018-06-15 23:10:00
2228,28.1,66.3,12441.0,456.0,28.7,70.0,13396.0,314.0,0.0,,,,,,,,,,,,,,,,25.1,22.7,0.5,12.3,2018-06-15 23:15:00
2229,29.5,64.1,19998.0,458.0,32.2,58.7,14081.0,205.0,0.0,,,,,,,,,,,,,,,,25.6,23.5,0.5,12.5,2018-06-15 23:20:00
2230,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-15 23:22:11
2231,30.9,59.4,19814.0,453.0,34.4,51.7,14396.0,354.0,0.0,,,,,,,,,,,,,,,,26.2,22.8,0.5,12.4,2018-06-15 23:25:00
2232,31.6,57.8,22118.0,454.0,35.6,51.2,14507.0,252.0,0.7,,,,,,,,,,,,,,,,26.2,22.8,0.5,12.3,2018-06-15 23:30:00
2233,31.6,57.8,22118.0,454.0,36.2,48.6,14974.0,246.0,0.5,,,,,,,,,,,,,,,,26.2,22.8,0.5,12.3,2018-06-15 23:35:00
2234,31.6,57.8,22118.0,454.0,36.5,48.0,15423.0,244.0,0.3,,,,,,,,,,,,,,,,26.2,22.8,0.5,12.3,2018-06-15 23:40:00
2235,32.7,53.2,27095.0,445.0,36.7,48.9,15632.0,280.0,0.0,,,,,,,,,,,,,,,,27.7,23.1,0.5,11.6,2018-06-15 23:45:00
2236,32.7,53.2,27095.0,445.0,36.7,48.1,15920.0,207.0,0.5,,,,,,,,,,,,,,,,27.7,23.1,0.5,11.6,2018-06-15 23:50:00
2237,32.7,53.2,27095.0,445.0,36.5,48.6,16207.0,305.0,0.6,,,,,,,,,,,,,,,,27.7,23.1,0.5,11.6,2018-06-15 23:55:00
2238,,,,,,,,,,,,,,,,,,,,,,,,"[1, 100, 0]",,,,,2018-06-15 23:57:08
2239,33.0,49.1,33177.0,451.0,35.9,49.5,16439.0,327.0,1.1,,,,,,,,,,,,,,,,27.8,23.2,0.6,10.8,2018-06-16 00:00:00
2240,33.5,49.2,31150.0,447.0,36.0,49.6,16713.0,337.0,0.0,,,,,,,,,,,,,,,,28.5,23.2,0.5,10.9,2018-06-16 00:05:00
